Title,Address,Description,Price,Date added,Seller,Url
2 bedroom flat for sale,"West Regent Street, City Centre, Glasgow, Lanarkshire, G2","The jewel in the crown of this magnificent brick baronial fin-de-siecle building, with Flemish forms and designed by Alfred Waterhouse for The Prudential Insurance Company in 1890. Occupying the prime upper corner position with beamed features and vaulted high volume ceilings the subjects are fre...","£185,000",Added on 08/04/2021,"Slater Hogg & Howison, City Centre, Glasgow",www.rightmove.co.uk/properties/108486452
3 bedroom semi-detached house for sale,"Alder Ave, Lenzie, Glasgow",Fabulous family home located within a desirable residential area of the village. This property requires a degree of modernisation throughout however offers phenomenal potential to any discerning buyer. Early viewing is imperative and the home report is available on request. EER - D,"£185,000",Added on 25/06/2021,"CODA Estates Ltd, Glasgow",www.rightmove.co.uk/properties/80524816
2 bedroom apartment for sale,"Coopers Well Street, Glasgow","Located within the highly desirable Western Gate development built circa 2002/2003, this is a comfortably proportioned two bedroom second floor flat with the significant advantages of an allocated parking space, lift access to each floor and a private balcony. The University of Glasgow, Kelvin Ha...","£185,000",Added on 21/06/2021,"Rettie & Co, West End",www.rightmove.co.uk/properties/80524816
3 bedroom semi-detached house for sale,"Crookston Drive., Crookston, Glasgow","Nestled in this idyllic pocket of Crookston is this extended, three bedroom semi-detached villa. The property offers extensive garden grounds and generous family accommodation over two levels, a must for viewing in order to be appreciated. The house itself is approached via ...","£185,000",Added on 29/06/2021,"Rettie & Co, Shawlands",www.rightmove.co.uk/properties/79446534
2 bedroom flat for sale,"West End Park Street, Flat 0/2, Woodlands, Glasgow, G3 6LG","HD Video Available. Held on the ground floor within a traditional blond sandstone building, lies this spacious two-bedroom apartment. The home for sale enjoys an excellent position within the West End district of Woodlands. The flat will appeal to a broad selection of buyers including ...","£185,000",Added on 03/06/2021,"Clyde Property, Westend",www.rightmove.co.uk/properties/79446534
2 bedroom flat for sale,"2/2 5 Chisholm Street, Trongate, G1 5HA",An exceptional traditional second floor flat contained within an attractive “B-Listed” sandstone fronted tenement and enjoying an excellent location within Glasgow’s bustling and historic Trongate area. The EPC Rating is Band C. ,"£185,000",Added on 08/06/2021,"Pacitti Jones, Shawlands",www.rightmove.co.uk/properties/109452386
3 bedroom terraced house for sale,"Dermontside Close, Glasgow, G53","The property offers well laid out family accommodation over two levels, and offers many modern contemporary features. The accommodation in full comprises most welcoming reception hallway, beautifully presented lounge, most impressive contemporary modern fitted dining sized kitchen which provides ...","£185,000",Reduced on 15/06/2021,"Purplebricks, covering Glasgow",www.rightmove.co.uk/properties/109452386
2 bedroom flat for sale,"Argyle Street, Glasgow, G2",Fabulous 10th floor apartment with stunning open aspects to the West. Futuristic in design this multi windowed ceramic clad angular building holds a central setting at the heart of Glasgow's International Financial Services District home to many major Banking and Insurance suppliers. In Glasgow's...,"£185,000",Reduced on 18/05/2021,"Slater Hogg & Howison, City Centre, Glasgow",www.rightmove.co.uk/properties/109215719
2 bedroom semi-detached house for sale,"26 Bishop Gardens, Bishopbriggs","**CLOSING DATE SET - MONDAY, 5TH JULY AT 12 NOON**Extended and generously proportioned semidetached villa with conservatory, floored loft and level low maintenance gardens. EER - D","£185,000",Added on 27/06/2021,"Mike Smith Properties, Lenzie",www.rightmove.co.uk/properties/109215719
2 bedroom semi-detached house for sale,"32 Hawthorn Walk, Cambuslang, Glasgow, G72 7AB","A most impressive & cleverly altered ‘Dutch style’ semi-detached villa with accommodation over 3 levels, sitting on good-sized garden plot within a much sought-after and established pocket of Cambuslang.  EPC – D.","£185,000",Added on 21/05/2021,"Pacitti Jones, Burnside",www.rightmove.co.uk/properties/109651910
2 bedroom flat for sale,"0/2 41 Caird Drive, Partickhill, G11 5DX","A superb, two bedroom ground floor tenement flat with exclusive use of a front garden.","£185,000",Added on 29/06/2021,"Corum, West End",www.rightmove.co.uk/properties/109651910
2 bedroom flat for sale,"St. Andrews Square, Glasgow Green, Glasgow, Lanarkshire, G1","Chic, stylish, sleek, and high on the Richter scale of desirability this well presented 2 bedroom flat is of a unique, individual character, quality and charm. Set behind the original, retained sandstone elevation of 1876 which bookends the Georgianesque recreation of the Square which is set sur...","£185,000",Added on 29/03/2021,"Slater Hogg & Howison, City Centre, Glasgow",www.rightmove.co.uk/properties/108100154
2 bedroom semi-detached house for sale,"Calico Way, Lennoxtown, Glasgow, G66 7GB","***CLOSING DATE TUESDAY 6TH 14:00*** Cleverly extended, semi-detached villa enjoying a delightful position within this modern development on the periphery of the village and with the benefi...","£185,000",Added on 24/06/2021,"Town & Country Estate Agents, Glasgow",www.rightmove.co.uk/properties/108100154
2 bedroom flat for sale,"Dumbarton Road, Partick, Glasgow, G11","Beautifully presented, second floor, TWO bedroom property with south facing open aspects looking up Fortrose Street towards the cricket grounds ","£185,000",Added on 27/05/2021,"CAIRN LETTING & ESTATE AGENCY, Glasgow",www.rightmove.co.uk/properties/108429509
3 bedroom detached house for sale,"Newbattle Road , Tollcross, Glasgow , G32 8DD","HD Video Available. Situated within a peaceful address and seldom available lies this beautifully presented three bedroom detached villa. Set within the heart of this sought after residential area, the home for sale offers bright, spacious accommodation throughout. Features include dou...","£185,000",Added on 28/06/2021,"Clyde Property, Bothwell",www.rightmove.co.uk/properties/108429509
3 bedroom terraced house for sale,"Locksley Avenue, Knightswood, Glasgow","A rarely available and very well maintained Mid Terraced House on quiet, sought after street, with driveway and generous gardens to rear all within walking distance of Anniesland Cross. Accommodation entry through welcoming reception hallway, bright lounge, dining room / bedroom 3, kitchen wi...","£185,000",Added on 01/06/2021,"Westgate Estate Agents,, Glasgow",www.rightmove.co.uk/properties/108229517
2 bedroom flat for sale,"Flat 9, 212, Old Dumbarton Road, Yorkhill, Glasgow, G3 8QB",Absolutely beautifully presented upper conversion within this former mill building sitting on the riverside just at the foot of Byres Road in the heart of the West End.,"£185,000",Added on 10/06/2021,"Pacitti Jones, Glasgow",www.rightmove.co.uk/properties/108229517
2 bedroom flat for sale,"1/2, 45 Winton Drive, Kelvinside, G12","This well appointed First Floor two bedroom property offers bright, spacious accommodation with bright open outlooks. The property is situated on manicured communal gardens with secure entry. The flat comprises: Hallway with two storage cupboards, dual aspect Lounge/Dining Area ...","£185,000",Added on 30/06/2021,"Aberdein Considine, Byres Road",www.rightmove.co.uk/properties/78111276
3 bedroom semi-detached house for sale,"Collie Wynd, Cambuslang, Glasgow, G72","Beautifully presented, three-bedroom, semi-detached family home, with gardens, a driveway, and an integrated garage. The property is situated in a modern, family-friendly residential development in Cambuslang, south-east of Glasgow. The entrance hall gives access to the lounge, carpeted stairw...","£185,000",Added on 22/06/2021,"MOV8 Real Estate, Scotland Head Office",www.rightmove.co.uk/properties/78111276
3 bedroom semi-detached house for sale,"9  Croft Walk, , Cambuslang, G72 6WA",Tastefully decorated and spacious three bedroom semi-detached villa,"£184,999",Added on 29/06/2021,"McEwan Fraser Legal, Edinburgh",www.rightmove.co.uk/properties/109458605
4 bedroom terraced house for sale,"Oran Place, North Kelvinside, Glasgow, Lanarkshire, G20",An exceptionally spacious and well laid out four bedroom mid terraced family home in a fantastic location in North Kelvinside close to many amenities and excellent transport links. The property has private front and rear gardens and is well presented throughout while still offering huge potential...,"£180,000",Added today,"Slater Hogg & Howison, West End, Glasgow",www.rightmove.co.uk/properties/109458605
2 bedroom detached bungalow for sale,"Teasel Avenue, Glasgow",**CLOSING DATE SET FOR FRIDAY 23rd APRIL at 1300** Rarely available and beautifully presented 2 bedroom bungalow which enjoys a peaceful cul-de-sac setting in the popular South Park Village development close to a wide range of activities and with easy access to the M77/M8 motorway networks.,"£180,000",Added on 11/04/2021,"Yopa, Scotland",www.rightmove.co.uk/properties/107375513
2 bedroom flat for sale,"Riverside Park , Netherlee , Glasgow, G44",A well-presented ground floor apartment enjoying lovely open aspects.,"£180,000",Added on 09/09/2020,"Corum, Clarkston",www.rightmove.co.uk/properties/109579370
2 bedroom flat for sale,"Great Western Road, Glasgow","This spacious 2-bed period apartment sits in the listed ""Anniesland Mansions"" at Anniesland cross. The flat is in excellent condition as is the original stairwell. The location is arguably perfect with shops, buses and a train station all on the doorstep. Jordanhill Secondary School catchment.","£180,000",Added on 27/06/2021,"Yopa, Scotland",www.rightmove.co.uk/properties/73140471
2 bedroom flat for sale,"1/2, 16 Great George Street, Glasgow, G12",An impressive and well laid out first floor flat within an attractive blonde sandstone tenement building within the ever popular Hillhead area of Glasgow’s West End offering tastefully decorated accommodation which is sure to appeal to all who view. The subjects retain a wealth...,"£180,000",Added on 23/06/2021,"Aberdein Considine, Byres Road",www.rightmove.co.uk/properties/73140471
1 bedroom flat for sale,"Crow Road, Glasgow, G13","Delighted to welcome to the market this ideally located traditionally built ground floor conversion in the sought after area of Jordanhill, Crow Road. This charming flat will be a smart buy for that winning bidder. Accessed from storm door to front door to hallway, living room, bathroom, bedr...","£180,000",Added on 19/05/2021,"Purplebricks, covering Glasgow",www.rightmove.co.uk/properties/109549247
2 bedroom apartment for sale,"33 Riverside Park, Netherlee","A well presented two bedroom second floor flat with a carport, located within continually popular development, close to local amenities and transport links.","£180,000",Added on 04/06/2021,"Nicol Estate Agents, Clarkston",www.rightmove.co.uk/properties/109549247
2 bedroom flat for sale,"Candleriggs, Merchant City, Glasgow, Lanarkshire, G1","Glorious, goldenly delicious and perfectly pretty as a peach this really sweet 2 bedroom flat is appropriately set in a traditional blonde honey-stone building of 1890 originally built as offices for Broome and Green Glasgow's foremost Fruit brokers of the early last century. This beautifully mai...","£180,000",Added on 26/05/2021,"Slater Hogg & Howison, City Centre, Glasgow",www.rightmove.co.uk/properties/109345298
3 bedroom semi-detached house for sale,"Fern Drive, Glasgow, G78","A well presented extended semi-detached villa offering spacious and flexible family accommodation. This superb family home is situated in a most sought after locale, within easy reach of local shopping facilities, schooling and public transport links, including Barrhead Train Station.","£180,000",Added yesterday,"Barrhead Property Centre, Barrhead",www.rightmove.co.uk/properties/109345298
